operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.520935, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 410379, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1587702, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.413818, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 422798, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2037859, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.064000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 2.025391, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1120194, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1876550, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.712219, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 361812, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1362621, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.435425, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 346443, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1358484, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.052000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 1.559998, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1100511, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1610236, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.738159, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 357935, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1492268, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.699646, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 415511, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2021725, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.200000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 7.933289, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1593216, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 3634270, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.444519, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 414141, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1457483, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.744873, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 402321, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1689716, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.046000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 1.372925, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1036930, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1401694, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.029000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.641541, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 364727, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1303810, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.700867, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 374347, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1550982, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.046000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 1.532898, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1145990, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 1660254, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.842834, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 352676, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1484705, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.988000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.618469, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 360929, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1533097, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.379000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 14.688660, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1928658, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 4743159, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.027000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.764221, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 359258, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1495466, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.264099, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 368001, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1463028, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.570000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 22.216980, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 1746223, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 4902865, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.065247, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 379889, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1609166, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.606262, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 322314, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1426503, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 0.476000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host Register, 32, 19.083374, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host Register, 32, 2606339, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host Register, 32, 7261313, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.026000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.773865, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 376839, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1566219, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.987000, vcmsl, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.767578, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 419511, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1642168, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.025000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.253601, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 506912, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1786607, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.456543, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 461875, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1663874, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.024000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.723633, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 460601, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1483046, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.942688, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 517812, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2112418, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.888123, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 488273, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1501456, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.934998, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 580757, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1911677, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.022000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.045959, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 598024, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1770243, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.993000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 30.023499, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 577039, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2185162, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.522827, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 574692, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1545905, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.910828, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 577703, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2197950, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.824463, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 533638, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1590975, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.741211, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 494567, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1640780, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.637329, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 381615, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1373723, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.689941, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 414406, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1658576, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.024000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.569397, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 414993, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1341097, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 30.117004, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 482732, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2099792, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.024000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.606201, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 417918, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1437134, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.984000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.945251, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 480062, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2068263, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.022000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.594788, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 388895, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1341840, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.583313, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 384949, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1516650, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.022000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.584839, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 396522, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1360755, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.600891, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 417657, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1589374, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.555359, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 401842, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1383203, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.592163, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 447927, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1697909, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.701233, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 404879, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1527237, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.986000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.969727, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 630165, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2334478, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.029000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.601868, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 415983, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1390575, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.984000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 28.493958, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 300974, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 1367097, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.193054, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 402552, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1274890, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.989000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.783630, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 540625, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2135935, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.024000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 30.217224, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 32, 677277, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1844935, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 0.985000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 32, 29.242188, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 32, 608401, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 32, 2051568, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 32, 1.023000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 32, 29.687256, ch, N, Energy, Memory Allocator, , Joules, 
